id	seg	age	sex	occupation	province	district	tags	summary
B0115	B	43	여자	출판 및 자료편집 사무원	경기	경기-양주시	#고디지털 #육아 #직장인	박미선 씨는 옥정신도시에서 가정을 꾸린 다정다감한 편집 사무원으로, 꼼꼼한 업무 능력과 사교적인 성격, 그리고 댄스 스포츠의 …
B0116	B	48	남자	하역 및 적재 관련 단순 종사원	경상남	경상남-통영시	#육아 #직장인	김운성 씨는 통영의 전기장비 공장에서 일하며 가족의 안녕과 막내의 학업 지원을 최우선으로 여기는, 넉살 좋고 푸근한 성격의 4…
B0117	B	45	남자	그 외 바닥재 시공원	전북	전북-정읍시	#육아 #직장인 #테크회의론	신명구 씨는 정읍에서 묵묵히 바닥재 시공 일을 하며 가족과 소박한 행복을 가꾸는, 고집스러운 장인 정신과 현실적인 삶의 태도를…
B0118	B	42	여자	사회복지 관련 관리자	부산	부산-남구	#육아 #직장인	윤애리 씨는 부산 남구의 강단과 사회복지사의 섬세함을 동시에 갖춘, 낚시와 만화로 숨을 고르는 40대 여성 관리자입니다.
B0119	B	27	남자	임업 시험원	강원	강원-정선군	#고디지털 #육아 #직장인 #테크회의론	주우영 씨는 정선에서 숲을 가꾸는 임업 시험원으로 일하며, 미식 여행과 웹툰으로 일상의 여유를 찾는 성실하고 다정한 20대 청…
B0120	B	26	여자	패스트푸드 준비원	충청북	충청북-청주시 흥덕구	#육아 #직장인	김다영 씨는 청주에서 패스트푸드점 직원으로 일하며 육아와 커리어의 균형을 찾으려 애쓰는, 책임감 강하면서도 내면의 불안을 안고…
B0121	B	37	여자	그 외 일반 영업원	경기	경기-의정부시	#약관정독 #육아 #직장인	심주영 씨는 보건복지 전공의 공감 능력과 금융 영업의 냉철함을 동시에 갖춘 37세 전문직 여성으로, 철저한 자기관리와 높은 성…
B0122	B	41	여자	하역 및 적재 관련 단순 종사원	서울	서울-강북구	#육아 #직장인	정은정 씨는 강북구의 낡은 골목 정서와 물류 현장의 거친 노동을 모두 견뎌낸 강인함과, 화려한 네일 아트를 좋아하는 소녀 같은…
B0123	B	41	남자	그 외 전기공학 기술자 및 연구원	충청남	충청남-공주시	#육아 #직장인	위규화 씨는 인문학적 낭만과 전기공학적 기술을 동시에 가진 공주의 빈티지 오디오 수리공으로, 즉흥적인 성격과 다정한 인간미를 …
B0124	B	31	남자	전자제품 개발 기술자 및 연구원	부산	부산-북구	#고디지털 #육아 #직장인	송재욱 씨는 부산 북구의 자가 아파트에 거주하며 자동차 회로를 설계하는 31세 기술자로, 무뚝뚝한 겉모습 뒤에 인디 음악과 캠…
B0125	B	44	남자	전기제품 개발 기술자 및 연구원	경기	경기-수원시 팔달구	#육아 #직장인	정두언 씨는 수원에서 전기제품 개발자로 일하며, 안정적인 일상과 가족과의 소박한 행복을 소중히 여기는 40대 가장입니다.
B0126	B	38	여자	방수공	인천	인천-남동구	#육아 #직장인 #창업준비	박은정 씨는 인문학적 소양을 갖춘 숙련된 방수공으로, 남동구에서 내실 있는 사업장을 꿈꾸며 현실과 이상 사이의 균형을 잡고 살…
B0127	B	28	남자	금형원	경기	경기-양주시	#육아 #직장인	박지문 씨는 정밀 금형 기술을 가진 성실한 청년이자, 활발한 사교성 뒤에 미래에 대한 예민한 불안감을 숨긴 채 묵묵히 자신의 …
B0128	B	48	남자	시설 경비원	경기	경기-구리시	#고디지털 #보안민감 #육아 #직장인	김일용 씨는 구리시에서 어머니를 모시며 학교 시설 경비원으로 성실히 근무하는, 운동과 일상의 안정을 소중히 여기는 40대 중반…
B0129	B	48	여자	범용 소프트웨어 프로그래머	경상북	경상북-포항시 남구	#고디지털 #육아 #직장인	서명선 씨는 보건복지 전공에서 소프트웨어 개발자로 커리어를 전환한 외유내강형 인물로, 포항에서 자녀를 키우며 실용적인 삶과 전…
B0130	B	42	남자	산업 안전원	경기	경기-하남시	#약관정독 #육아 #직장인	이승지 씨는 하남에 거주하며 제약 공장의 안전을 책임지는 실속파 가장으로, 털털한 성격과 뛰어난 사교성으로 일과 가정의 균형을…
B0131	B	40	남자	건물 경비원	부산	부산-남구	#고디지털 #보안민감 #육아 #직장인	김성남 씨는 부산 남구에서 가족의 안정을 최우선으로 하며 성실하게 살아가는 40대 보안 요원입니다.
B0132	B	38	남자	그 외 전기·전자기기 설치 및 수리원	경기	경기-고양시 덕양구	#육아 #직장인	박혁순 씨는 정밀한 기술력과 성실함을 갖춘 30대 기술자로, 가족에 대한 책임감과 혼자만의 고요한 휴식 사이에서 균형을 잡으며…
B0133	B	27	남자	전직 경리 사무원, 현재 구직중	경기	경기-남양주시	#고디지털 #비경제활동 #육아	임용진 씨는 꼼꼼한 사무 처리 능력과 원만한 대인 관계를 갖추었지만, 느슨한 정리 습관과 건강 관리라는 과제를 안고 안정적인 …
B0134	B	32	남자	사무 보조원	경기	경기-시흥시	#고디지털 #육아 #직장인	장성태 씨는 시흥에서 자가 아파트를 보유한 32세 사무 보조원으로, 꼼꼼한 업무 처리 능력과 가족에 대한 깊은 애정을 가진 안…
B0135	B	40	남자	플라스틱 압출기 조작원	경상남	경상남-창원시 마산합포구	#육아 #직장인	이도연 씨는 마산의 플라스틱 공장에서 숙련된 기술로 일하며, 베란다 텃밭과 소금빵의 소소한 행복으로 삶의 균형을 잡는 40대 …
B0136	B	45	남자	전기 용접원	전라남	전라남-여수시	#육아 #저디지털 #직장인	김성철 씨는 여수 산단의 정밀 용접원으로 일하며 홀로 아이를 키우는, 투박한 손마디와는 대조적으로 섬세한 예술적 감성과 다정한…
B0137	B	45	여자	한식 조리사	서울	서울-영등포구	#육아 #직장인	정주희 씨는 영등포에서 근무하는 베테랑 한식 조리사로, 댄스스포츠의 열정과 자신만의 작은 밥집을 꿈꾸는 소박한 희망 사이에서 …
B0138	B	49	남자	경영 기획 사무원	인천	인천-강화군	#육아 #직장인	현진윤 씨는 인문학적 소양을 갖춘 조경 기획 전문가이자, 강화도의 자연 속에서 아이들과 함께 삶의 회복을 꿈꾸는 40대 가장입…
B0139	B	47	남자	제직기 조작원	울산	울산-동구	#육아 #직장인	주재근 씨는 울산 공단의 숙련된 제직공이자 효심 깊은 아들이며, 주말이면 유적지와 캠핑장을 누비는 낭만적인 40대 가장입니다.
B0140	B	42	남자	품질 관리 사무원	대전	대전-서구	#육아 #직장인	최동민 씨는 대전에서 품질 관리직으로 근무하며 부모님께 효도하고 캠핑과 피부 관리를 즐기는, 사교적이면서도 꼼꼼한 성격의 40…
B0141	B	31	남자	총무 사무원	경상북	경상북-성주군	#육아 #직장인	양근용 씨는 성주에서 고소득 총무 사무원으로 일하며, 고도비만의 체격에도 불구하고 세련된 카페 투어와 전문 자격증 취득을 꿈꾸…
B0142	B	41	남자	그 외 금속 공작 기계 조작원	경상북	경상북-예천군	#육아 #직장인 #테크회의론	배세광 씨는 예천의 금속 가공 베테랑이자, 내면에 예술적 갈증을 품고 살아가는 넉살 좋은 40대 가장입니다.
B0143	B	46	여자	플라스틱 사출기 조작원	경기	경기-수원시 영통구	#육아 #직장인	윤민정 씨는 수원 영통의 자가 아파트에서 자녀를 키우며 플라스틱 사출 공장에서 숙련공으로 살아가는, 강인한 생활력과 섬세한 감…
B0144	B	33	여자	상담 전문가	서울	서울-서초구	#육아 #직장인	허아라 씨는 서초구에 거주하며 일과 육아, 상담 전문가로서의 삶을 조율하는 30대 여성으로, 풍부한 공감 능력과 인문학적 소양…
B0145	B	37	남자	그 외 법률 관련 사무원	경기	경기-이천시	#육아 #직장인	김훈 씨는 이천의 금속 제조 기업에서 노사 간의 가교 역할을 하는 법률 사무원으로, 가족의 안정과 소박한 예술적 취향을 소중히…
B0146	B	44	여자	수동 상표 부착원	경기	경기-고양시 덕양구	#육아 #저디지털 #직장인	박희영 씨는 덕양구의 자가 아파트에서 가족과 함께 살며, 정교한 손재주로 농산물 상표를 붙이는 성실한 노동자로 살아갑니다.
B0147	B	39	여자	건물 경비원	대전	대전-서구	#육아 #직장인	강태정 씨는 대전에서 교육 시설 경비원으로 일하며 가족의 안정과 개인의 문화적 갈증 사이에서 균형을 잡으려 애쓰는 39세 여성…
B0148	B	35	여자	대학 교육 조교	대구	대구-수성구	#고디지털 #육아 #직장인 #테크회의론	박지영 씨는 대구 수성구에서 체계적인 삶을 지향하는 대학 조교이자, 가죽 공예와 산책으로 내면의 긴장을 다스리는 꼼꼼한 성격의…
B0149	B	27	남자	마케팅 전문가	서울	서울-종로구	#고디지털 #육아 #직장인	서민균 씨는 보건복지 전문성을 갖춘 꼼꼼한 출판 마케터로, 서촌의 고즈넉한 일상과 볼링의 타격감 사이에서 정서적 균형을 찾는 …
B0150	B	47	남자	그 외 하역 및 적재 단순 종사원	경상남	경상남-사천시	#육아 #직장인	한해원 씨는 사천의 농업 하역 현장에서 성실히 일하며 가족의 더 나은 주거 환경을 꿈꾸는, 책임감 강하고 차분한 40대 가장입…
B0151	B	35	남자	경리 사무원	서울	서울-양천구	#고디지털 #육아 #직장인	신동준 씨는 가족을 향한 깊은 책임감과 조용한 성품을 가진 30대 중반의 건설사 사무원으로, 소박한 일상 속에서 작은 행복을 …
B0152	B	35	여자	검표원	경기	경기-화성시	#육아 #직장인	이보람 씨는 화성시 외곽에서 아이들을 홀로 키우며 친절한 검표원으로 일하고, 빵과 웹툰으로 삶의 위안을 얻는 30대 여성입니다…
B0153	B	42	남자	광고 전문가	광주	광주-광산구	#육아 #직장인 #테크회의론	박지철 씨는 광주 지역 사회에 뿌리를 둔 실전형 광고 전문가로, 넉살 좋은 성격과 예리한 통찰력을 가졌지만 건강 관리에는 서툰…
B0154	B	49	남자	그 외 일반 영업원	부산	부산-기장군	#고디지털 #육아 #직장인	이상용 씨는 부산 기장의 유통 시장을 누비는 탁월한 영업 감각의 소유자이자, 시티팝과 현대 미술을 사랑하는 낭만적인 중년 남성…
B0155	B	30	남자	그 외 제도사	전북	전북-전주시 완산구	#육아 #저디지털 #직장인	박민수 씨는 전주에서 설계 도면을 그리는 제도사로, 예술적 감성과 다정한 성품을 가졌지만 건강 관리에는 소홀한 서른 살 청년입…
B0156	B	44	여자	회계 사무원	서울	서울-영등포구	#고디지털 #육아 #직장인	금유정 씨는 수학적 논리로 회계 업무를 완벽히 수행하면서도 예술적 감성과 가족에 대한 헌신으로 일상을 채우는 40대 여성입니다…
B0157	B	49	남자	공공행정 사무원	전북	전북-군산시	#육아 #직장인	김정현 씨는 군산에서 공공기관 사무원으로 근무하며 안정적인 일상과 가족의 평화를 최우선으로 여기는, 복부비만과 혈당 고민을 가…
B0158	B	33	여자	전직 광고 전문가, 현재 구직중	울산	울산-중구	#고디지털 #비경제활동 #육아	김보윤 씨는 울산에서 아이를 키우며 재취업을 준비하는 실무 중심의 광고 전문가로, 소박한 일상의 행복과 현실적인 커리어 복귀를…
B0159	B	39	여자	금속 열처리로 조작원	부산	부산-기장군	#육아 #직장인 #테크회의론	김경민 씨는 기장 공단의 거친 현장을 누비는 숙련된 기술자이자, 밤이면 달콤한 빵과 음악으로 위로받는 섬세한 감성의 30대 어…
B0160	B	42	여자	휠체어 리프트 설치 및 정비원	전라남	전라남-여수시	#육아 #저디지털 #직장인	한은남 씨는 여수에서 휠체어 리프트 정비라는 전문 기술로 자리를 잡은, 투박하지만 정이 많고 실용적인 삶을 지향하는 40대 여…
B0161	B	48	남자	하역 및 적재 관련 단순 종사원	인천	인천-미추홀구	#육아 #직장인	양대일 씨는 인천 미추홀구에서 성실하게 일하며 가족의 행복과 자녀의 미래를 위해 헌신하는, 건강한 신체적 노동과 소박한 여가를…
B0162	B	46	남자	조사 전문가	경기	경기-남양주시	#고디지털 #육아 #직장인 #테크회의론	최경준 씨는 남양주 다산신도시에 거주하며 데이터 분석력과 유연한 소통 능력을 겸비한 40대 중반의 조사 전문가이자, 가족과 함…
B0163	B	42	남자	전직 게임 프로그래머, 현재 구직중	경기	경기-수원시 영통구	#고디지털 #비경제활동 #육아	조정태 씨는 체계적인 성격의 전직 게임 프로그래머로, 수원 영통에서 가족과 함께하며 재취업과 건강 관리 사이의 균형을 찾으려 …
B0164	B	47	여자	시설 경비원	경상남	경상남-양산시	#육아 #직장인	김현주 씨는 경남 양산에서 시설 경비원으로 근무하며, 가족에 대한 헌신과 소박한 일상의 휴식 속에서 평온을 찾는 40대 후반의…
B0165	B	35	여자	일반 비서	충청북	충청북-청주시 청원구	#고디지털 #약관정독 #육아 #직장인	김혜린 씨는 청주에서 비서로 일하며 꼼꼼한 업무 처리와 가족에 대한 헌신, 그리고 혈당 관리와 사진 취미 사이에서 삶의 균형을…
B0166	B	36	여자	전문 간호사	서울	서울-강남구	#육아 #직장인	박규리 씨는 강남의 화려함과 병동의 치열함 사이에서 균형을 잡으며, 고소득 전문직의 책임감과 개인의 자유 사이에서 방황하는 3…
B0167	B	34	남자	위생용 종이제품 제조기 조작원	경기	경기-동두천시	#육아 #직장인	김우중 씨는 동두천의 위생용지 공장에서 일하며 성실함과 꼼꼼함으로 인정받지만, 배달 음식과 흡연으로 인한 복부비만을 가진 34…
B0168	B	42	남자	사무 보조원	대구	대구-남구	#고디지털 #육아 #직장인	황창화 씨는 대구 남구에서 건설 사무직으로 근무하며 가족의 생계와 자녀 교육을 위해 묵묵히 헌신하는, 소박한 일상의 행복을 아…
B0169	B	47	여자	약사	경기	경기-고양시 덕양구	#육아 #직장인	최형란 씨는 고양시 덕양구에서 세심한 약국 운영과 마당 가꾸기, 역사 답사를 통해 이성과 감성의 균형을 맞추며 살아가는 40대…
B0170	B	32	여자	공학·제조 및 건설 분야 교수	경기	경기-고양시 일산서구	#육아 #직장인	천주원 씨는 인문학적 감성과 공학적 정밀함을 동시에 갖춘 교수이자, 강박적인 꼼꼼함과 섬세한 취향으로 자신의 일상을 세밀하게 …
B0171	B	38	남자	그 외 기능 관련 종사원	서울	서울-송파구	#육아 #직장인	박상혁 씨는 송파구에서 가족과 함께 살며 누수 탐지 기술로 성실하게 삶을 일궈온, 배 나온 푸근한 인상의 30대 가장입니다.
B0172	B	39	여자	관리 비서	전북	전북-전주시 완산구	#육아 #직장인 #테크회의론	황희원 씨는 전주의 연구소에서 근무하는 세심한 관리 비서이자, 마른 비만 체형을 극복하려 노력하며 배드민턴과 와인을 사랑하는 …
B0173	B	41	남자	예체능 교사	대구	대구-중구	#육아 #직장인 #테크회의론	이성찬 씨는 대구 중구에서 아이들을 가르치는 섬세한 예체능 교사로, 성실한 가장의 삶을 살고 있지만 건강 관리와 내면의 스트레…
B0174	B	45	남자	양복 제조원	경기	경기-성남시 수정구	#육아 #직장인	김동민 씨는 성남에서 활동하는 섬세한 감각의 양복 제조원으로, 가족과 함께하는 소소한 휴식과 예술적 취향을 통해 삶의 균형을 …
B0175	B	45	여자	사무 보조원	충청남	충청남-당진시	#육아 #직장인	김성희 씨는 당진에서 농업 사무직으로 일하며 정원 가꾸기와 예술적 취향을 즐기는, 소박한 일상 속에 섬세한 감성과 소소한 꿈을…
B0176	B	29	남자	방송 송출 장비 기사	서울	서울-송파구	#육아 #직장인	허정근 씨는 송파구에 거주하며 방송 송출 기술자로 일하는 20대 후반의 남성으로, 뛰어난 실무 능력과 외향적인 성격을 가졌지만…
B0177	B	37	남자	인사 및 노무 사무원	경기	경기-군포시	#육아 #직장인	함선용 씨는 예술적 감수성과 실무적 유연함을 겸비한 운송업계 인사 담당자로, 건강 관리의 필요성을 느끼면서도 소소한 먹거리와 …
B0178	B	45	남자	지게차 운전원	경상남	경상남-창원시 의창구	#육아 #직장인 #테크회의론	조대환 씨는 창원 공단 지역의 성실함을 몸에 익힌 채 지게차 운전원으로 일하며, 무던한 성격 뒤에 가족에 대한 애정과 자기계발…
B0179	B	44	남자	잠수 기능원	서울	서울-성동구	#육아 #저디지털 #직장인	정재영 씨는 성동구에 거주하며 거친 수중 현장에서 일하는 베테랑 잠수 기능원이자, 가족과 반려견을 사랑하며 자연 속에서의 휴식…
B0180	B	47	여자	그 외 금융 사무원	부산	부산-강서구	#육아 #직장인	윤연숙 씨는 원칙과 꼼꼼함을 중시하는 금융 사무원이자, 자연과 음악 속에서 고요한 휴식을 찾는 부산의 40대 어머니입니다.
B0181	B	45	남자	산업용로봇 조작원	경상북	경상북-구미시	#육아 #직장인	안정태 씨는 구미 공단의 베테랑 로봇 조작원이자 부모님과 함께하는 소박한 식도락 일상을 소중히 여기는, 조금은 게으르지만 정 …
B0182	B	30	여자	그 외 판매 관련 단순 종사원	전라남	전라남-신안군	#육아 #직장인	나성경 씨는 신안군 섬마을에서 특산물 판매원으로 일하며, 가족과 지역 공동체의 정을 소중히 여기는 소박한 성격의 30세 여성입…
B0183	B	45	남자	압연기 조작원	부산	부산-서구	#육아 #직장인	이효상 씨는 부산 서구에서 압연기를 다루는 숙련공이자 성당 성가대원이며, 온라인 게임과 배달 음식으로 스트레스를 푸는 책임감 …
B0184	B	39	여자	유치원 교사	경기	경기-평택시	#육아 #직장인	임영실 씨는 평택의 유치원 교사이자 엄마로서, 일상의 스트레스를 웹툰과 산책으로 달래며 교육 전문가라는 꿈을 향해 나아가는 3…
B0185	B	26	남자	전직 공공행정 전문가, 현재 구직중	인천	인천-계양구	#고디지털 #비경제활동 #육아 #테크회의론	안태한 씨는 꼼꼼한 행정 실무 능력을 갖췄지만 현재는 구직 중인 20대 청년으로, 계양산의 계절 변화와 LCK 경기에 위안을 …
B0186	B	26	여자	전화 상담원	서울	서울-영등포구	#육아 #직장인	최유라 씨는 영등포의 도시적 감성과 서민적 정서를 모두 가진 26세 전화 상담원으로, 수영과 자연 여행으로 스트레스를 관리하며…
B0187	B	38	여자	인쇄판 출력원	서울	서울-강서구	#가격깐깐 #육아 #직장인	원수연 씨는 정교한 인쇄 기술로 생계를 꾸리며 가족의 안정과 개인의 정서적 휴식 사이에서 균형을 잡으려 애쓰는, 외유내강형의 …
B0188	B	47	여자	유치원 교사	경상남	경상남-창원시 진해구	#육아 #직장인	이안나 씨는 문학적 감수성과 차분한 성품을 가진 47세 유치원 교사로, 진해의 자연 속에서 가족과 함께하며 소소한 일상의 행복…
B0189	B	37	남자	시설 경비원	충청남	충청남-천안시 동남구	#육아 #저디지털 #직장인	서요셉 씨는 공학적 재능을 가진 성실한 시설 경비원이자, 가족의 행복과 맛있는 음식, 그리고 게임 한 판의 여유를 사랑하는 소…
B0190	B	28	남자	임학 연구원	전북	전북-전주시 덕진구	#고디지털 #육아 #직장인	윤신영 씨는 보건과 임학의 경계를 허물어 도시 숲을 꿈꾸는 연구원이자, 정적인 예술 감성과 동적인 스포츠를 동시에 향유하는 전…
B0191	B	42	여자	금속코팅·광택 및 래미네이팅기 조작원	경상북	경상북-경주시	#육아 #직장인	이현애 씨는 경주에서 정밀한 금속 코팅 공정을 책임지는 숙련공이자, 가족과의 소소한 행복과 건강 관리에 진심인 40대 어머니입…
B0192	B	35	여자	건축감리 기술자	서울	서울-강동구	#약관정독 #육아 #직장인	황희민 씨는 강동구에 자가를 보유하고 철저한 자기관리와 실용적인 삶의 태도를 지닌 35세의 베테랑 건축감리 기술자입니다.
B0193	B	41	여자	일식 조리사	경기	경기-시흥시	#육아 #직장인 #테크회의론	이소라 씨는 정교한 칼끝으로 삶의 가치를 증명해 온 성실한 일식 조리사이자, 가족과 함께하는 소소한 일상의 평온함을 소중히 여…
B0194	B	34	여자	수의사 보조원	충청북	충청북-옥천군	#육아 #직장인 #테크회의론	안혜수 씨는 옥천에서 수의사 보조원으로 일하며 가족과 이웃을 세심하게 챙기지만, 정작 자신의 욕구는 뒤로 미루고 소박한 집 꾸…
B0195	B	30	남자	전기 용접원	경상북	경상북-포항시 북구	#육아 #직장인 #창업준비	차태현 씨는 포항에서 정밀한 TIG 용접 기술로 미래의 공업사 창업을 꿈꾸며, 성실한 직업 정신과 가족에 대한 깊은 애정을 가…
B0196	B	43	남자	내장 목공	경기	경기-안양시 만안구	#육아 #직장인	최남훈 씨는 정밀한 목공 기술과 세심한 배려심을 갖춘, 가족의 행복과 건강한 삶을 최우선으로 여기는 안양의 성실한 가장입니다.
B0197	B	48	여자	한식 조리사	전북	전북-군산시	#육아 #직장인	차현주 씨는 군산의 정겨운 공동체 문화 속에서 자라, 사람들의 입맛을 세심히 살피는 손맛과 소박한 일상의 행복을 아는 48세 …
B0198	B	47	여자	배전반 조작원	경기	경기-남양주시	#육아 #저디지털 #직장인	엄은정 씨는 남양주에서 배전반 조작원으로 일하며 정교한 기술력과 따뜻한 공감 능력을 동시에 갖춘, 내면의 평화를 찾는 40대 …
B0199	B	33	남자	교육 및 훈련 사무원	경기	경기-남양주시	#고디지털 #육아 #직장인 #테크회의론	김상민 씨는 다산신도시에 거주하며 화학 안전 교육 전문가로 일하는 30대 가장으로, 소박한 일상의 안락함과 가족의 안정을 최우…
B0200	B	45	남자	신차 영업원	충청남	충청남-논산시	#육아 #직장인 #테크회의론	김민욱 씨는 논산 지역의 인맥과 넉살을 무기로 실적 1위를 노리는 유능한 영업사원이지만, 내면의 불안과 건강 문제, 불안정한 …
B0201	B	27	여자	일반 간호사	대구	대구-중구	#육아 #직장인	곽나영 씨는 대구 중구에서 부모님과 거주하며 성실하게 근무하는 20대 간호사로, 일터에서는 냉철한 전문가이지만 일상에서는 극도…
B0202	B	48	여자	한식 조리사	경상북	경상북-경주시	#육아 #저디지털 #직장인 #테크회의론	문래형 씨는 경주에서 사회복지시설 조리사로 성실히 근무하며, 가족과의 소박한 외식과 휴식을 통해 삶의 균형을 잡는 책임감 강한…
B0203	B	45	남자	하역 및 적재 관련 단순 종사원	경기	경기-부천시 원미구	#육아 #직장인	김광범 씨는 부천의 하역 현장에서 정직하게 땀 흘려 일하며, 가족에 대한 책임감과 e스포츠라는 반전 취미를 가진 40대 가장입…
B0204	B	36	남자	도로운송 사무원	서울	서울-강북구	#고디지털 #육아 #직장인	최광원 씨는 가족에 대한 사랑과 소박한 일상의 행복을 소중히 여기며, 유연한 성격으로 현장과 사무실 사이의 균형을 잡는 30대…
B0205	B	44	여자	보육교사	강원	강원-춘천시	#육아 #직장인	강혜미 씨는 춘천에서 아이를 홀로 키우며 보육교사로서의 전문성을 쌓아가는, 책임감 강하고 섬세하지만 내면의 불안을 안고 살아가…
B0206	B	47	여자	의류 판매원	서울	서울-강북구	#고디지털 #육아 #직장인	천순덕 씨는 강북구의 자가 주택에 거주하며 패션 판매 전문성과 예술적 안목을 동시에 갖춘, 독립적이고 섬세한 40대 전문직 여…
B0207	B	34	여자	시설 경비원	대전	대전-동구	#고디지털 #보안민감 #육아 #직장인	송선영 씨는 대전 동구에서 보안 요원으로 근무하며 성실하게 커리어를 쌓아가는, 예술적 감수성과 책임감을 동시에 지닌 34세 여…
B0208	B	29	남자	전직 체인점 모집 및 관리 영업원, 현재 구직중	제주	제주-서귀포시	#비경제활동 #육아	한지환 씨는 서귀포에서 대가족과 함께 살며 서비스 산업의 전문성과 예술적 감수성을 동시에 갖춘 채, 건강 관리의 어려움과 재취…
B0209	B	49	여자	마케팅 관리자	경기	경기-용인시 수지구	#고디지털 #육아 #직장인	박선주 씨는 철저한 계획성과 금융 전문성을 갖춘 고소득 관리자이면서도, 내면에는 예술적 영감을 갈구하는 섬세한 감성을 품고 사…
B0210	B	33	여자	보육교사	인천	인천-계양구	#고디지털 #육아 #직장인 #테크회의론	최수민 씨는 계양구에서 일과 가정의 균형을 찾으려 애쓰는 보육교사이자, 화려한 네일 아트와 휴양지 여행으로 스트레스를 해소하며…
B0211	B	46	남자	지게차 운전원	서울	서울-양천구	#육아 #직장인	정민욱 씨는 성실한 지게차 운전원으로 일하며 가족의 안정과 자녀 교육을 위해 헌신하는 양천구의 책임감 있는 40대 가장입니다.
B0212	B	38	남자	공공행정 사무원	부산	부산-영도구	#육아 #직장인 #테크회의론	박용주 씨는 부산 영도에서 공공행정직으로 근무하며 안정적인 삶과 소소한 취미를 즐기는, 현실적이고 유연한 성격의 30대 후반 …
B0213	B	36	여자	상품 기획자	제주	제주-제주시	#육아 #직장인 #테크회의론	김은정 씨는 인문학적 감성과 현실적인 생활력을 겸비한 채, 제주의 식료품 기획자로 성장하며 가족과 함께 소박한 행복을 일구어가…
B0214	B	45	남자	토목 관련 관리자	경기	경기-하남시	#육아 #직장인	김호 씨는 하남에 거주하며 전문성을 갖춘 토목 관리자로 일하는, 실리적이고 외향적인 40대 중반의 가장입니다.
B0215	B	41	여자	수동 포장원	강원	강원-원주시	#육아 #직장인	김아름 씨는 원주에서 수동 포장원으로 성실히 일하며, 치악산의 자연과 최백호의 음악, 그리고 가족이라는 울타리 안에서 실용적인…
B0216	B	38	남자	그 외 전문 의사	광주	광주-북구	#육아 #직장인	최현빈 씨는 전문직으로서의 성공과 홀로 아이들을 키우는 가장의 책임감 사이에서 고군분투하며, 전략 게임과 산책으로 내면의 평화…
B0217	B	30	여자	일반 비서	경기	경기-하남시	#육아 #직장인	김다은 씨는 하남의 단독주택에 거주하며 기계 제조업체 비서로 일하는 30대 여성으로, 인문학적 감수성과 현실적인 안정감을 동시…
B0218	B	33	남자	인사 및 노무 사무원	서울	서울-중랑구	#고디지털 #육아 #직장인	김승범 씨는 중랑구에서 성실하게 근무하며 가족의 행복과 더 넓은 집이라는 꿈을 향해 정진하는, 뱃살은 좀 나왔지만 마음만은 단…
B0219	B	38	남자	전기 감리 기술자 및 연구원	경기	경기-안양시 만안구	#육아 #저디지털 #직장인	남규수 씨는 안양에서 전기 감리 기술자로 일하며 전문 기술사 자격증 취득과 자녀 교육이라는 명확한 목표를 향해 묵묵히 걸어가는…
B0220	B	49	남자	상·하수 배관공	서울	서울-마포구	#육아 #저디지털 #직장인	김대훈 씨는 마포구의 지형과 배관을 꿰뚫고 있는 완벽주의 배관공으로, 땀의 가치를 믿으며 정적인 휴식과 소박한 일상을 통해 삶…
B0221	B	36	남자	우편집배원	경기	경기-의정부시	#육아 #직장인	장준헌 씨는 의정부의 지리를 꿰고 있는 성실한 우편집배원이자, 가족의 평온한 일상을 지키기 위해 묵묵히 제 자리를 지키는 고혈…
B0222	B	45	남자	전화 상담원	경상북	경상북-경주시	#육아 #직장인	강상택 씨는 경주에서 전기·가스 상담원으로 근무하며 가족과 소박한 일상을 가꾸는, 책임감 강하고 현실적인 40대 가장입니다.
B0223	B	46	여자	경리 사무원	대구	대구-달성군	#고디지털 #육아 #직장인	오향숙 씨는 대구의 금속 공장에서 디지털 행정과 아날로그 현장을 잇는 베테랑 경리로 일하며, 가족의 안정과 소소한 휴식을 삶의…
B0224	B	49	남자	금속 열처리로 조작원	경상북	경상북-경주시	#육아 #저디지털 #직장인	박정호 씨는 경주에서 금속 열처리 전문가로 일하며, 가족에 대한 책임감과 소소한 일탈 사이에서 균형을 잡으며 살아가는 40대 …
B0225	B	39	여자	승용차 및 승합차 운전원	서울	서울-은평구	#육아 #직장인	김가연 씨는 은평구의 지리에 능통한 베테랑 운전원으로, 자가 주택을 보유한 안정적인 삶을 지향하며 3세대 가족을 책임지는 강인…
B0226	B	33	여자	일반 간호사	대구	대구-동구	#육아 #직장인	은경미 씨는 대구에서 근무하는 숙련된 간호사로, 일터에서의 유능함과 일상에서의 느긋함을 동시에 가진, 자연과 소소한 취향을 사…
B0227	B	42	남자	범용 소프트웨어 프로그래머	경기	경기-여주시	#고디지털 #육아 #직장인	채경만 씨는 여주에서 가족과 함께 사는 실무 중심의 에듀테크 개발자로, 정교한 기술력과 다정한 성품, 그리고 집 꾸미기와 골프…
B0228	B	36	남자	외국어 교사	서울	서울-금천구	#육아 #직장인	김진석 씨는 가산디지털단지에서 실무 중심의 외국어를 가르치는 다정한 교사로, 주말에는 숲속 캠핑과 야구 관람으로 활력을 얻으며…
